Time[sec],x1[k+1],x2[k+1],x3[k+1],x4[k+1]
0.057,-0.013898699570873406,0.38058779847915924,-0.1617664215680007,5.285779620191333
0.058,-0.014058382413892954,0.3858354102624,-0.15760523487108233,5.209623759638978
0.059,-0.014213921953291601,0.3910074040064334,-0.15347975877660022,5.1345410523001345
0.06,-0.014365353730284414,0.39610484531198886,-0.14938965917621277,5.06051654454426
0.061,-0.014512712956839606,0.4011287849889145,-0.1453346080214848,4.987535491724393
0.062,-0.014656034523020691,0.40608025930611497,-0.1413142832065176,4.915583354630761
0.063,-0.014795352996744903,0.4109602900003274,-0.13732836855407954,4.844645799356506
0.064,-0.014930702632394995,0.4157698845668949,-0.13337655368084247,4.774708693173654
0.065,-0.015062117376512777,0.4205100364578697,-0.1294585339024269,4.705758101720279
0.066,-0.015189630873328008,0.4251817252750901,-0.12557401014066444,4.637780286258846
0.067,-0.015313276470173562,0.4297859169598497,-0.12172268883238223,4.5707617009828265
0.068,-0.015433087224501228,0.43432356403340255,-0.11790428181654394,4.504688989604221
0.069,-0.015549095911848063,0.4387956058677363,-0.11411850620853105,4.43954898151297
0.07,-0.015661335024377193,0.44320296865830916,-0.11036508440177581,4.375328692152624
0.071,-0.015769836779207683,0.4475465657067066,-0.1066437439371014,4.312015319011764
0.072,-0.015874633123245187,0.451827297592775,-0.10295421741933139,4.249596239179032
0.073,-0.015975755738102695,0.4560460523497951,-0.09929624243266798,4.188059006855202
0.074,-0.016073236044912925,0.4602037056364211,-0.09566956145751858,4.127391350911099
0.075,-0.016167105210427506,0.46430112094924775,-0.09207392177011749,4.067581171870893
0.076,-0.016257394154447956,0.4683391498774245,-0.08850907532433887,4.008616538300738
0.077,-0.016344133548486194,0.4723186320816745,-0.0849747787507853,3.9504856870957057
0.078,-0.016427353822601232,0.4762403955305644,-0.08147079324654755,3.893177020128039
0.079,-0.016507085170084396,0.48010525666929793,-0.0779968844937325,3.836679101849917
0.08,-0.016583357551842502,0.48391402057918437,-0.07455282258202925,3.780980657028186
0.081,-0.01665620070069988,0.48766748113472774,-0.07113838193235965,3.7260705685128306
0.082,-0.01672564412562134,0.4913664211584016,-0.0677533412215851,3.671937875038237
0.083,-0.016791717115943076,0.495011612575829,-0.06439748330711878,3.6185717690188213
0.084,-0.016854448748599204,0.49860381666468206,-0.06107059511194164,3.5659615930192574
0.085,-0.016913867889299213,0.5021437841148079,-0.05777246758960448,3.5140968388945844
0.086,-0.0169700031957012,0.5056322551508491,-0.05450289566285126,3.4629671460465334
0.087,-0.017022883122508464,0.5090699597150938,-0.05126167813682284,3.4125622988281235
0.088,-0.01707253592540719,0.512457617614291,-0.04804861762758965,3.3628722244579534
