,y_max,y_min
x1[k+1],2.7925141701323666,-1.6853943172858552
x2[k+1],1001.7643428129942,-8.002528541453419
x3[k+1],11.112989477457418,-14.505034189358144
x4[k+1],50.87830766836507,-46.62016687069797
