,x1[k],x2[k],x3[k],x4[k],d/dt x3[k],d/dt x4[k],voltage
12.062999999999999,0.37334909559824014,0.024328341088447433,0.5640192881304263,0.3764792883303931,0.24803041156706152,0.8061635377022929,1.0
12.064,0.3733329825873953,0.02431894545160072,0.562759655676626,0.38521916691781094,0.25154290699653137,0.801648009974784,1.0
12.065,0.37330972126489137,0.02431038772072336,0.5615202665929959,0.39383467478970063,0.25502137968143584,0.7971958637544285,1.0
12.065999999999999,0.3732794268810483,0.02430265597103232,0.5603009250768158,0.4023275576958692,0.25846625492703507,0.792806212243366,1.0
12.067,0.37324221357300313,0.024295738445134243,0.5591014377681088,0.41069953696112094,0.26187795101681693,0.7884781811098057,1.0
12.068,0.37319819437858415,0.024289623550680883,0.5579216137092199,0.4189523098290725,0.26525687931649145,0.7842109083122651,1.0
12.069,0.3731474812498152,0.024284299858078336,0.5567612643053824,0.42708754979795593,0.2686034443754736,0.7800035439279128,1.0
12.07,0.3730901850655693,0.02427975609831878,0.5556202032875054,0.43510690693841436,0.2719180440230189,0.7758552499901079,1.0
12.071,0.3730264156462137,0.024275981160525237,0.5544982466697426,0.4430120082536019,0.27520106947641454,0.7717652003043572,1.0
12.072000000000001,0.3729562817667797,0.02427296408970882,0.5533952127109334,0.45080445800790875,0.2784529054400001,0.7677325802802905,1.0
12.073,0.3728798911699496,0.024270694084552305,0.5523109218765169,0.45848583805185783,0.2816739302029895,0.7637565867655981,1.0
12.074000000000002,0.37279735057854074,0.0242691604952658,0.5512451968017308,0.4660577081365225,0.28486451573420857,0.759836427885319,1.0
12.075,0.37270876570289024,0.024268352822178367,0.5501978622681064,0.4735216061197527,0.28802502774559857,0.7559713229363554,1.0
12.075999999999999,0.3726142412577348,0.024268260712959334,0.5491687451552489,0.4808790483736384,0.29115582581361205,0.7521605021792773,1.0
12.077,0.3725138809740403,0.02426887396056798,0.5481576744057464,0.4881315300850984,0.2942572634698134,0.7484032066846783,1.0
12.078,0.3724077876094966,0.024270182501395895,0.5471644809935705,0.4952805255280772,0.2973296882832655,0.7446986881940242,1.0
12.079,0.3722960629598034,0.024272176413295335,0.5461889978904099,0.5023274883525572,0.300373441947751,0.7410462089719194,1.0
12.08,0.37217880787337126,0.02427484591312807,0.5452310600232173,0.5092738519439091,0.30338886038906265,0.7374450416224834,1.0
12.081,0.3720561222594986,0.024278181355232707,0.5442905042485625,0.5161210296474995,0.30637627383381805,0.7338944689744816,1.0
12.082,0.37192810509801283,0.024282173229687037,0.5433671693232396,0.5228704150232514,0.30933600688681523,0.7303937839511743,1.0
12.083,0.37179485445068067,0.024286812160322344,0.542460895870318,0.5295233821366576,0.3122683786188216,0.726942289421561,1.0
12.084000000000001,0.37165646747142167,0.024292088902906673,0.5415715263482653,0.5360812858251035,0.31517370264734723,0.7235392980642249,1.0
12.085,0.3715130404215305,0.024297994342619887,0.5406989050072931,0.5425454620680318,0.3180522872471257,0.7201841321781832,1.0
12.085999999999999,0.3713646686775732,0.024304519492566356,0.539842877864448,0.5489172282047946,0.32090443541708175,0.7168761235714627,1.0
12.087,0.371211446738024,0.02431165549246648,0.5390032926819256,0.5551978831263219,0.3237304449398658,0.7136146134630312,1.0
12.088,0.37105346823504926,0.024319393606620308,0.5381799989322448,0.5613887075735744,0.32653060847195853,0.7103989523302381,1.0
12.089,0.3708908259440632,0.024327725222187242,0.5373728477691329,0.5674909643895769,0.32930521362055476,0.7072284997799366,1.0
12.09,0.3707236117944835,0.024336641847302175,0.5365816919955927,0.5735058987955525,0.3320545430272838,0.704102624407314,1.0
12.091,0.3705519168791022,0.02434613510938354,0.5358063860353268,0.5794347386387774,0.33477887444399396,0.7010207036691403,1.0
12.092,0.3703758314614978,0.024356196753711774,0.5350467859088562,0.5852786946008113,0.3374784807974356,0.697982123777229,1.0
12.093,0.3701954449858137,0.024366818641683993,0.5343027492040526,0.5910389604532844,0.3401536302673855,0.694986279567635,1.0
12.094000000000001,0.37001084608552354,0.02437799274920968,0.5335741350491479,0.5967167132928851,0.3428045863589508,0.6920325743804616,1.0
12.095,0.3698236854161797,0.024389533888884155,0.5339521700861447,0.5949775894220356,0.7208633172944834,0.16209818016697963,0.0
12.095999999999998,0.3696433552696914,0.024400378066191906,0.5354113753096934,0.5859794603422036,0.7176513918362213,0.16672495211171717,0.0
12.097000000000001,0.3694713201518001,0.024410359549293912,0.5368520726538575,0.577108767944988,0.714471681468734,0.17128692525751663,0.0
12.097999999999999,0.36930747471179926,0.024419490556964702,0.5382744473532199,0.5683637274863587,0.711323727673712,0.1757850075112342,0.0
12.099,0.36915171465154717,0.024427783136792287,0.5396786820072083,0.5597425792373193,0.7082070793065356,0.18022009400251648,0.0
12.1,0.3690039367075562,0.024435249168044692,0.5410649566308109,0.551243588063218,0.7051212924653749,0.18459306729905786,0.0
12.100999999999999,0.3688640386385732,0.0244419003636652,0.5424334486898138,0.5428650431310375,0.7020659303989778,0.18890479755643705,0.0
12.102,0.36873191921410986,0.024447748272142113,0.5437843331335941,0.5346052576351482,0.6990405634202473,0.193156142658503,0.0
12.103,0.36860747819536854,0.024452804280550296,0.5451177824490305,0.5264625683509317,0.6960447687696724,0.1973479484456507,0.0
12.104000000000001,0.3684906163248349,0.024457079616274136,0.5464339666905508,0.5184353353821038,0.6930781305361534,0.20148104884413948,0.0
12.105,0.36838123531005557,0.024460585349599166,0.5477330535260007,0.5105219417804916,0.6901402395411087,0.20555626606051441,0.0
12.106,0.36827923781168903,0.02446333239568583,0.5490152082711723,0.5027207932564398,0.6872306932492034,0.2095744107297392,0.0
12.107000000000001,0.36818452742904095,0.0244653315168985,0.5502805939308837,0.49503031783714624,0.684349095664616,0.21353628208987785,0.0
12.107999999999999,0.3680970086876601,0.0244665933248454,0.551529371234738,0.4874489655674601,0.6814950572398356,0.21744266813508606,0.0
12.109000000000002,0.3680165870262525,0.024467128282514416,0.552761698674653,0.4799752081964898,0.6786681947807731,0.22129434577582374,0.0
12.11,0.36794316878336486,0.024466946706441412,0.5539777325429829,0.4726075388595628,0.6758681313509031,0.22509208100142034,0.0
12.110999999999999,0.36787666122678253,0.0244660587644198,0.5551776268596428,0.4653444724889974,0.2947340622551846,0.7596477627348305,1.0
12.112,0.36781073678287707,0.02446518197123309,0.5541872631993747,0.4728032218823809,0.2978298439457495,0.7557887554073291,1.0
